% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.316	3	16	132	7	17	4	105	1
1.317	1	1	132	8	12	28	1095	0
1.317	3	20	132	8	29	28	2292	0
1.317	3	20	132	8	29	28	2292	1
1.318	1	15	132	9	13	28	2292	0
1.319	1	4	132	10	18	28	2292	0
1.319	3	20	132	10	29	28	2292	0
1.32	1	4	133	1	18	28	749	0
1.32	1	4	133	1	18	28	2292	1
1.32	3	21	133	1	15	10	261	0
1.32	3	27	133	1	24	8	209	0
1.32	3	21	133	1	15	10	261	1
1.32	3	27	133	1	24	8	209	1
1.321	1	3	133	2	14	8	209	0
1.321	1	4	133	2	18	28	1095	0
1.321	1	3	133	2	14	8	437	1
1.322	1	9	133	3	26	8	437	0
1.322	1	9	133	3	26	8	437	1
1.322	3	30	133	3	25	4	105	0
1.322	3	22	133	3	28	28	1095	0
1.322	3	30	133	3	25	4	105	1
1.322	3	22	133	3	28	28	1095	1
1.323	1	11	133	4	24	12	301	0
1.323	3	16	133	4	17	4	225	0
1.323	3	16	133	4	17	4	225	1
1.324	1	13	133	5	16	8	209	0
1.324	1	7	133	5	25	8	209	0
1.324	1	7	133	5	25	8	209	1
1.324	1	13	133	5	16	8	209	1
1.324	3	20	133	5	29	28	2292	0
1.325	1	6	133	6	23	8	437	0
1.325	1	6	133	6	23	8	437	1
1.325	3	18	133	6	2	10	261	0
1.325	3	29	133	6	3	10	261	0
1.325	3	18	133	6	2	10	261	1
1.325	3	29	133	6	3	10	261	1
1.326	1	10	133	7	3	8	437	0
1.326	1	10	133	7	3	8	437	1
1.326	3	25	133	7	4	8	437	0
1.326	3	25	133	7	4	8	437	1
1.327	1	4	133	8	18	28	749	0
1.327	1	8	133	8	17	8	137	0
1.327	1	11	133	8	24	12	201	0
1.327	1	8	133	8	17	8	209	1
1.327	1	11	133	8	24	12	301	1
1.327	3	19	133	8	1	4	105	0
1.327	3	26	133	8	16	8	209	0
1.327	3	26	133	8	16	8	209	1
1.327	3	19	133	8	1	4	105	1
1.328	1	1	133	9	12	28	2292	0
1.328	1	1	133	9	12	28	2292	1
1.328	3	23	133	9	30	28	2292	0
1.328	3	23	133	9	30	28	2292	1
1.329	1	9	133	10	26	8	437	0
1.329	1	9	133	10	26	8	437	1
1.329	3	22	133	10	28	28	1095	0
1.33	1	11	134	1	24	12	621	0
1.33	1	11	134	1	24	12	621	1
1.33	3	27	134	1	24	8	437	0
1.33	3	27	134	1	24	8	437	1
1.331	1	15	134	2	13	28	2292	0
1.331	1	15	134	2	13	28	2292	1
1.331	3	20	134	2	29	28	2292	0
1.331	3	17	134	2	14	6	153	1
1.331	3	20	134	2	29	28	1095	1
1.332	1	2	134	3	1	8	437	0
1.332	1	2	134	3	1	8	437	1
1.332	3	17	134	3	14	6	101	0
1.332	3	20	134	3	29	28	749	0
1.332	3	19	134	3	1	4	69	0
1.332	3	19	134	3	1	4	225	1
1.333	1	8	134	4	17	8	437	0
1.333	1	8	134	4	17	8	437	1
1.333	3	21	134	4	15	10	261	0
1.333	3	28	134	4	26	10	261	0
1.333	3	21	134	4	15	10	261	1
1.333	3	28	134	4	26	10	261	1
1.334	1	12	134	5	4	12	621	0
1.334	1	12	134	5	4	12	621	1
1.334	3	24	134	5	23	4	225	0
1.334	3	24	134	5	23	4	225	1
1.335	1	1	134	6	12	28	2292	0
1.335	1	14	134	6	2	6	153	1
1.335	1	10	134	6	3	8	209	1
1.335	3	23	134	6	30	28	2292	0
1.335	3	18	134	6	2	10	549	1
1.336	1	14	134	7	2	6	153	0
1.336	1	10	134	7	3	8	209	0
1.336	3	18	134	7	2	10	261	0
1.336	3	29	134	7	3	10	261	0
1.336	3	29	134	7	3	10	549	1
1.337	1	3	134	8	14	8	437	0
1.337	1	3	134	8	14	8	437	1
1.337	3	29	134	8	3	10	549	0
1.337	3	29	134	8	3	10	549	1
1.338	1	15	134	9	13	28	2292	0
1.338	3	18	134	9	2	10	261	0
1.338	3	30	134	9	25	4	105	0
1.338	3	18	134	9	2	10	261	1
1.338	3	30	134	9	25	4	105	1
1.339	1	6	134	10	23	8	437	0
1.339	1	6	134	10	23	8	437	1
1.34	1	13	135	1	16	8	437	0
1.34	1	13	135	1	16	8	437	1
1.34	3	21	135	1	15	10	261	0
1.34	3	26	135	1	16	8	209	0
1.34	3	21	135	1	15	10	261	1
1.34	3	26	135	1	16	8	209	1
1.342	1	1	135	3	12	28	2292	0
1.342	1	1	135	3	12	28	2292	1
1.342	3	23	135	3	30	28	2292	0
1.342	3	26	135	3	16	8	209	1
1.342	3	23	135	3	30	28	1095	1
1.343	1	1	135	4	12	28	1095	0
1.343	1	2	135	4	1	8	209	0
1.343	1	2	135	4	1	8	437	1
1.343	3	26	135	4	16	8	209	0
1.343	3	23	135	4	30	28	1095	0
1.344	3	27	135	5	24	8	437	0
1.344	3	27	135	5	24	8	437	1
1.345	1	15	135	6	13	28	2292	0
1.345	1	11	135	6	24	12	301	1
1.345	1	9	135	6	26	8	209	1
1.345	3	28	135	6	26	10	549	0
1.345	3	28	135	6	26	10	549	1
1.346	1	11	135	7	24	12	201	0
1.346	1	9	135	7	26	8	137	0
1.346	1	12	135	7	4	12	201	0
1.346	1	12	135	7	4	12	621	1
1.346	3	27	135	7	24	8	437	0
1.346	3	27	135	7	24	8	437	1
1.347	1	15	135	8	13	28	2292	0
1.347	1	15	135	8	13	28	2292	1
1.347	3	19	135	8	1	4	225	0
1.347	3	19	135	8	1	4	225	1
1.348	1	8	135	9	17	8	437	0
1.348	1	8	135	9	17	8	437	1
1.349	1	1	135	10	12	28	2292	1
1.349	3	30	135	10	25	4	225	0
1.349	3	23	135	10	30	28	1095	1
1.349	3	30	135	10	25	4	105	1
1.35	1	5	136	1	15	6	325	0
1.35	1	5	136	1	15	6	325	1
1.351	3	16	136	2	17	4	105	0
1.351	3	17	136	2	14	6	153	0
1.351	3	17	136	2	14	6	153	1
1.351	3	16	136	2	17	4	105	1
1.352	1	10	136	3	3	8	437	0
1.352	1	10	136	3	3	8	437	1
1.352	3	25	136	3	4	8	209	0
1.352	3	21	136	3	15	10	261	0
1.352	3	25	136	3	4	8	209	1
1.352	3	21	136	3	15	10	261	1
1.353	1	9	136	4	26	8	437	0
1.353	1	9	136	4	26	8	437	1
1.353	3	19	136	4	1	4	225	0
1.353	3	19	136	4	1	4	225	1
1.354	1	15	136	5	13	28	2292	0
1.354	1	4	136	5	18	28	2292	1
1.354	3	20	136	5	29	28	2292	0
1.354	3	20	136	5	29	28	2292	1
1.355	1	4	136	6	18	28	749	0
1.355	1	3	136	6	14	8	137	0
1.355	1	13	136	6	16	8	137	0
1.355	1	3	136	6	14	8	209	1
1.355	1	13	136	6	16	8	209	1
1.356	1	6	136	7	23	8	437	0
1.356	1	6	136	7	23	8	437	1
1.356	3	23	136	7	30	28	1095	1
1.357	1	5	136	8	15	6	325	0
1.357	1	5	136	8	15	6	325	1
1.357	3	17	136	8	14	6	325	0
1.357	3	17	136	8	14	6	325	1
1.358	1	7	136	9	25	8	437	0
1.358	1	7	136	9	25	8	437	1
1.358	3	26	136	9	16	8	209	0
1.358	3	25	136	9	4	8	209	0
1.358	3	25	136	9	4	8	209	1
1.358	3	26	136	9	16	8	209	1
1.359	1	11	136	10	24	12	301	0
1.359	1	8	136	10	17	8	209	0
1.359	1	8	136	10	17	8	209	1
1.359	1	11	136	10	24	12	301	1
1.359	3	20	136	10	29	28	1095	0
1.359	3	23	136	10	30	28	1095	0
1.359	3	20	136	10	29	28	1095	1
1.359	3	23	136	10	30	28	1095	1
1.36	1	1	137	1	12	28	2292	0
1.36	1	1	137	1	12	28	2292	1
1.361	1	15	137	2	13	28	2292	0
1.361	1	12	137	2	4	12	621	1
1.361	3	20	137	2	29	28	2292	0
1.361	3	29	137	2	3	10	261	1
1.361	3	24	137	2	23	4	105	1
1.362	1	12	137	3	4	12	301	0
1.362	1	14	137	3	2	6	153	0
1.362	1	14	137	3	2	6	325	1
1.362	3	24	137	3	23	4	51	0
1.362	3	27	137	3	24	8	101	0
1.362	3	28	137	3	26	10	129	0
1.362	3	29	137	3	3	10	129	0
1.362	3	27	137	3	24	8	209	1
1.362	3	28	137	3	26	10	261	1
1.363	1	15	137	4	13	28	1095	0
1.363	1	7	137	4	25	8	209	0
1.363	1	7	137	4	25	8	209	1
1.363	1	15	137	4	13	28	1095	1
1.364	1	4	137	5	18	28	2292	0
1.364	1	4	137	5	18	28	2292	1
1.364	3	22	137	5	28	28	2292	0
1.364	3	22	137	5	28	28	2292	1
1.366	1	12	137	7	4	12	621	0
1.366	1	12	137	7	4	12	621	1
1.366	3	23	137	7	30	28	1095	0
1.366	3	30	137	7	25	4	105	0
1.366	3	30	137	7	25	4	225	1
1.367	1	9	137	8	26	8	209	0
1.367	1	10	137	8	3	8	209	0
1.367	1	9	137	8	26	8	209	1
1.367	1	10	137	8	3	8	209	1
1.367	3	20	137	8	29	28	2292	0
1.367	3	20	137	8	29	28	2292	1
1.368	1	2	137	9	1	8	437	0
1.368	1	2	137	9	1	8	437	1
1.368	3	21	137	9	15	10	549	0
1.368	3	21	137	9	15	10	549	1
1.369	1	3	137	10	14	8	209	0
1.369	1	13	137	10	16	8	209	0
1.369	1	3	137	10	14	8	209	1
1.369	1	13	137	10	16	8	209	1
1.369	3	19	137	10	1	4	105	0
1.369	3	29	137	10	3	10	261	0
1.369	3	29	137	10	3	10	261	1
1.369	3	19	137	10	1	4	105	1
1.37	1	6	138	1	23	8	437	0
1.37	1	6	138	1	23	8	437	1
1.37	3	22	138	1	28	28	1095	0
1.37	3	18	138	1	2	10	261	0
1.37	3	18	138	1	2	10	261	1
1.37	3	22	138	1	28	28	1095	1
1.371	1	4	138	2	18	28	2292	0
1.371	1	8	138	2	17	8	437	1
1.371	3	22	138	2	28	28	2292	0
1.371	3	26	138	2	16	8	437	1
1.372	1	8	138	3	17	8	209	0
1.372	1	11	138	3	24	12	301	0
1.372	1	11	138	3	24	12	621	1
1.372	3	26	138	3	16	8	209	0
1.372	3	25	138	3	4	8	209	0
1.372	3	25	138	3	4	8	437	1
1.373	1	1	138	4	12	28	2292	0
1.373	1	1	138	4	12	28	2292	1
1.373	3	23	138	4	30	28	2292	0
1.373	3	23	138	4	30	28	2292	1
1.374	1	9	138	5	26	8	437	0
1.374	1	9	138	5	26	8	437	1
1.374	3	20	138	5	29	28	2292	0
1.374	3	16	138	5	17	4	105	1
1.374	3	27	138	5	24	8	209	1
1.375	1	15	138	6	13	28	2292	0
1.375	1	15	138	6	13	28	2292	1
1.375	3	16	138	6	17	4	105	0
1.375	3	27	138	6	24	8	209	0
1.376	3	28	138	7	26	10	549	0
1.376	3	28	138	7	26	10	549	1
1.377	1	4	138	8	18	28	2292	0
1.377	1	4	138	8	18	28	2292	1
1.377	3	24	138	8	23	4	105	0
1.377	3	19	138	8	1	4	105	0
1.377	3	24	138	8	23	4	105	1
1.377	3	19	138	8	1	4	105	1
1.378	1	4	138	9	18	28	2292	0
1.378	3	22	138	9	28	28	2292	0
1.378	3	21	138	9	15	10	549	1
1.379	1	12	138	10	4	12	621	0
1.379	1	12	138	10	4	12	621	1
1.379	3	21	138	10	15	10	261	0
1.379	3	30	138	10	25	4	105	0
1.379	3	30	138	10	25	4	225	1
1.38	1	1	139	1	12	28	2292	0
1.38	1	10	139	1	3	8	209	1
1.38	1	13	139	1	16	8	209	1
1.38	3	23	139	1	30	28	2292	0
1.38	3	20	139	1	29	28	2292	1
1.381	1	10	139	2	3	8	209	0
1.381	1	13	139	2	16	8	209	0
1.381	3	20	139	2	29	28	1095	0
1.381	3	25	139	2	4	8	209	0
1.381	3	25	139	2	4	8	437	1
1.382	1	3	139	3	14	8	209	0
1.382	1	7	139	3	25	8	209	0
1.382	1	7	139	3	25	8	209	1
1.382	1	3	139	3	14	8	209	1
1.382	3	29	139	3	3	10	549	0
1.382	3	29	139	3	3	10	549	1
1.383	1	8	139	4	17	8	437	0
1.383	1	8	139	4	17	8	437	1
1.384	1	4	139	5	18	28	2292	0
1.384	1	6	139	5	23	8	437	1
1.384	3	20	139	5	29	28	2292	0
1.384	3	20	139	5	29	28	2292	1
1.385	1	4	139	6	18	28	2292	0
1.385	1	12	139	6	4	12	621	1
1.385	3	22	139	6	28	28	2292	0
1.385	3	27	139	6	24	8	437	1
1.386	1	6	139	7	23	8	101	0
1.386	1	11	139	7	24	12	149	0
1.386	1	12	139	7	4	12	149	0
1.386	1	1	139	7	12	28	549	0
1.386	1	11	139	7	24	12	301	1
1.386	1	1	139	7	12	28	1095	1
1.386	3	27	139	7	24	8	137	0
1.386	3	23	139	7	30	28	749	0
1.386	3	29	139	7	3	10	173	0
1.386	3	29	139	7	3	10	261	1
1.386	3	23	139	7	30	28	1095	1
1.387	1	1	139	8	12	28	2292	0
1.387	1	15	139	8	13	28	2292	1
1.387	3	23	139	8	30	28	2292	0
1.387	3	20	139	8	29	28	2292	1
1.388	1	15	139	9	13	28	749	0
1.388	1	9	139	9	26	8	137	0
1.388	1	14	139	9	2	6	101	0
1.388	1	9	139	9	26	8	209	1
1.388	1	14	139	9	2	6	153	1
1.388	3	28	139	9	26	10	549	0
1.388	3	28	139	9	26	10	549	1
1.39	1	5	140	1	15	6	325	0
1.39	1	5	140	1	15	6	325	1
1.39	3	19	140	1	1	4	225	0
1.39	3	19	140	1	1	4	225	1
1.391	3	21	140	2	15	10	549	0
1.391	3	21	140	2	15	10	549	1
1.392	1	4	140	3	18	28	1095	0
1.392	1	9	140	3	26	8	209	0
1.392	1	4	140	3	18	28	1095	1
1.392	1	9	140	3	26	8	209	1
1.392	3	16	140	3	17	4	105	0
1.392	3	30	140	3	25	4	105	0
1.392	3	16	140	3	17	4	105	1
1.392	3	30	140	3	25	4	105	1
1.393	1	8	140	4	17	8	437	0
1.393	1	8	140	4	17	8	437	1
1.393	3	23	140	4	30	28	749	0
1.393	3	21	140	4	15	10	549	1
1.394	1	13	140	5	16	8	437	0
1.394	1	15	140	5	13	28	2292	1
1.394	3	21	140	5	15	10	261	0
1.394	3	25	140	5	4	8	209	0
1.394	3	20	140	5	29	28	2292	1
1.395	1	10	140	6	3	8	437	0
1.395	1	13	140	6	16	8	209	1
1.395	1	10	140	6	3	8	209	1
1.395	3	25	140	6	4	8	437	0
1.395	3	25	140	6	4	8	437	1
1.396	1	2	140	7	1	8	437	0
1.396	1	2	140	7	1	8	437	1
1.396	3	20	140	7	29	28	1095	0
1.396	3	18	140	7	2	10	261	0
1.396	3	20	140	7	29	28	1095	1
1.396	3	18	140	7	2	10	261	1
1.397	1	3	140	8	14	8	437	0
1.397	1	3	140	8	14	8	437	1
1.397	3	27	140	8	24	8	437	0
1.397	3	27	140	8	24	8	437	1
1.398	3	29	140	9	3	10	261	0
1.398	3	17	140	9	14	6	153	0
1.398	3	17	140	9	14	6	153	1
1.398	3	29	140	9	3	10	261	1
1.399	1	4	140	10	18	28	1095	0
1.399	1	6	140	10	23	8	209	0
1.399	1	6	140	10	23	8	437	1
1.399	3	28	140	10	26	10	261	0
1.399	3	23	140	10	30	28	1095	0
1.399	3	28	140	10	26	10	261	1
1.399	3	23	140	10	30	28	1095	1
1.4	1	12	141	1	4	12	621	0
1.4	1	12	141	1	4	12	621	1
1.401	1	11	141	2	24	12	301	0
1.401	1	1	141	2	12	28	1095	0
1.401	1	15	141	2	13	28	2292	1
1.401	3	24	141	2	23	4	225	0
1.401	3	24	141	2	23	4	225	1
1.402	1	15	141	3	13	28	2292	0
1.402	1	11	141	3	24	12	201	1
1.402	1	1	141	3	12	28	749	1
1.402	1	15	141	3	13	28	749	1
1.403	1	14	141	4	2	6	325	0
1.403	1	14	141	4	2	6	325	1
1.403	3	20	141	4	29	28	1095	0
1.403	3	27	141	4	24	8	209	0
1.403	3	27	141	4	24	8	437	1
1.404	1	7	141	5	25	8	437	0
1.404	1	7	141	5	25	8	437	1
1.404	3	19	141	5	1	4	225	0
1.404	3	19	141	5	1	4	225	1
1.406	1	4	141	7	18	28	1095	0
1.406	3	23	141	7	30	28	1095	0
1.406	3	21	141	7	15	10	173	0
1.406	3	21	141	7	15	10	261	1
1.406	3	30	141	7	25	4	105	1
1.407	1	4	141	8	18	28	1095	0
1.407	1	9	141	8	26	8	209	0
1.407	1	9	141	8	26	8	209	1
1.407	1	4	141	8	18	28	1095	1
1.407	3	30	141	8	25	4	69	0
1.407	3	20	141	8	29	28	749	0
1.407	3	26	141	8	16	8	137	0
1.407	3	26	141	8	16	8	209	1
1.407	3	20	141	8	29	28	1095	1
1.408	1	1	141	9	12	28	1095	0
1.408	1	8	141	9	17	8	209	0
1.408	1	8	141	9	17	8	437	1
1.408	3	19	141	9	1	4	225	0
1.408	3	19	141	9	1	4	225	1
1.409	1	13	141	10	16	8	209	0
1.409	1	12	141	10	4	12	301	0
1.409	1	12	141	10	4	12	301	1
1.409	1	13	141	10	16	8	209	1
1.409	3	25	141	10	4	8	437	0
1.409	3	25	141	10	4	8	437	1
1.41	1	10	142	1	3	8	437	0
1.41	1	10	142	1	3	8	437	1
1.41	3	20	142	1	29	28	1095	0
1.41	3	18	142	1	2	10	261	0
1.41	3	18	142	1	2	10	549	1
1.412	1	3	142	3	14	8	437	0
1.412	1	3	142	3	14	8	437	1
1.413	1	5	142	4	15	6	153	0
1.413	1	8	142	4	17	8	209	0
1.413	1	5	142	4	15	6	153	1
1.413	1	8	142	4	17	8	209	1
1.413	3	29	142	4	3	10	261	0
1.413	3	17	142	4	14	6	153	0
1.413	3	17	142	4	14	6	153	1
1.413	3	29	142	4	3	10	261	1
1.414	1	4	142	5	18	28	1095	0
1.414	1	6	142	5	23	8	137	0
1.414	1	11	142	5	24	12	301	1
1.414	1	6	142	5	23	8	209	1
1.414	3	20	142	5	29	28	749	0
1.414	3	28	142	5	26	10	173	0
1.414	3	23	142	5	30	28	749	0
1.414	3	28	142	5	26	10	261	1
1.414	3	23	142	5	30	28	1095	1
1.415	1	11	142	6	24	12	621	0
1.415	3	16	142	6	17	4	225	0
1.415	3	16	142	6	17	4	225	1
1.416	1	1	142	7	12	28	2292	0
1.416	1	1	142	7	12	28	2292	1
1.416	3	24	142	7	23	4	225	0
1.416	3	24	142	7	23	4	225	1
1.417	1	15	142	8	13	28	2292	0
1.417	1	15	142	8	13	28	2292	1
1.418	1	9	142	9	26	8	209	0
1.418	1	14	142	9	2	6	153	0
1.418	1	9	142	9	26	8	209	1
1.418	1	14	142	9	2	6	153	1
1.418	3	27	142	9	24	8	437	0
1.418	3	27	142	9	24	8	437	1
1.42	3	21	143	1	15	10	549	0
1.42	3	21	143	1	15	10	549	1
1.421	3	20	143	2	29	28	749	0
1.421	3	23	143	2	30	28	749	0
1.421	3	30	143	2	25	4	69	0
1.421	3	30	143	2	25	4	225	1
1.422	1	4	143	3	18	28	2292	0
1.422	1	4	143	3	18	28	2292	1
1.422	3	20	143	3	29	28	1095	0
1.422	3	26	143	3	16	8	209	0
1.422	3	26	143	3	16	8	209	1
1.422	3	20	143	3	29	28	1095	1
1.423	1	1	143	4	12	28	2292	0
1.423	3	19	143	4	1	4	105	0
1.423	3	25	143	4	4	8	209	0
1.423	3	25	143	4	4	8	209	1
1.423	3	19	143	4	1	4	105	1
1.424	1	12	143	5	4	12	301	0
1.424	1	13	143	5	16	8	209	0
1.424	1	12	143	5	4	12	301	1
1.424	1	13	143	5	16	8	209	1
1.424	3	29	143	5	3	10	549	0
1.424	3	29	143	5	3	10	549	1
1.425	1	2	143	6	1	8	209	0
1.425	1	10	143	6	3	8	209	0
1.425	1	2	143	6	1	8	209	1
1.425	1	10	143	6	3	8	209	1
1.425	3	22	143	6	28	28	1095	0
1.425	3	18	143	6	2	10	261	0
1.425	3	22	143	6	28	28	1095	1
1.425	3	18	143	6	2	10	261	1
1.427	1	7	143	8	25	8	209	0
1.427	1	3	143	8	14	8	209	0
1.427	1	7	143	8	25	8	209	1
1.427	1	3	143	8	14	8	209	1
1.427	3	27	143	8	24	8	437	0
1.427	3	27	143	8	24	8	437	1
1.428	1	8	143	9	17	8	437	0
1.428	1	8	143	9	17	8	437	1
1.429	1	4	143	10	18	28	2292	0
1.429	1	11	143	10	24	12	301	1
1.429	1	6	143	10	23	8	209	1
1.429	3	20	143	10	29	28	1095	0
1.429	3	28	143	10	26	10	173	0
1.429	3	28	143	10	26	10	261	1
1.429	3	23	143	10	30	28	1095	1
1.43	1	1	144	1	12	28	2292	0
1.43	3	23	144	1	30	28	1095	0
1.43	3	16	144	1	17	4	105	0
1.43	3	16	144	1	17	4	225	1
1.431	1	11	144	2	24	12	201	0
1.431	1	1	144	2	12	28	749	0
1.431	1	6	144	2	23	8	137	0
1.431	1	11	144	2	24	12	301	1
1.431	1	1	144	2	12	28	1095	1
1.431	3	24	144	2	23	4	225	0
1.431	3	24	144	2	23	4	225	1
1.432	1	15	144	3	13	28	2292	0
1.432	1	15	144	3	13	28	2292	1
1.432	3	22	144	3	28	28	1095	0
1.433	1	9	144	4	26	8	209	0
1.433	1	14	144	4	2	6	153	0
1.433	1	9	144	4	26	8	209	1
1.433	1	14	144	4	2	6	153	1
1.433	3	17	144	4	14	6	325	0
1.433	3	17	144	4	14	6	325	1
1.434	3	19	144	5	1	4	225	0
1.434	3	19	144	5	1	4	225	1
1.435	1	5	144	6	15	6	325	0
1.435	1	5	144	6	15	6	325	1
1.435	3	21	144	6	15	10	549	0
1.435	3	21	144	6	15	10	549	1
1.436	1	4	144	7	18	28	2292	0
1.436	3	20	144	7	29	28	1095	0
1.436	3	21	144	7	15	10	173	0
1.436	3	23	144	7	30	28	1095	1
1.436	3	21	144	7	15	10	173	1
1.437	1	4	144	8	18	28	2292	0
1.437	1	4	144	8	18	28	2292	1
1.437	3	30	144	8	25	4	69	0
1.437	3	20	144	8	29	28	749	0
1.437	3	26	144	8	16	8	137	0
1.437	3	30	144	8	25	4	69	1
1.437	3	20	144	8	29	28	749	1
1.437	3	26	144	8	16	8	137	1
1.438	1	1	144	9	12	28	749	0
1.438	1	8	144	9	17	8	437	1
1.438	3	25	144	9	4	8	437	0
1.438	3	25	144	9	4	8	437	1
1.439	1	15	144	10	13	28	2292	0
1.439	1	12	144	10	4	12	301	1
1.439	1	13	144	10	16	8	209	1
1.439	3	22	144	10	28	28	1095	0
1.439	3	26	144	10	16	8	209	0
1.439	3	26	144	10	16	8	437	1
1.44	1	8	145	1	17	8	101	0
1.44	1	10	145	1	3	8	101	0
1.44	1	12	145	1	4	12	149	0
1.44	1	13	145	1	16	8	101	0
1.44	1	10	145	1	3	8	437	1
1.44	3	26	145	1	16	8	437	0
1.44	3	26	145	1	16	8	437	1
1.441	1	3	145	2	14	8	437	0
1.441	1	3	145	2	14	8	437	1
1.441	3	29	145	2	3	10	549	0
1.441	3	29	145	2	3	10	549	1
1.442	1	2	145	3	1	8	437	0
1.442	1	2	145	3	1	8	437	1
1.442	3	20	145	3	29	28	1095	0
1.442	3	18	145	3	2	10	261	0
1.442	3	20	145	3	29	28	1095	1
1.442	3	18	145	3	2	10	261	1
1.444	1	4	145	5	18	28	2292	0
1.444	1	6	145	5	23	8	437	1
1.444	3	20	145	5	29	28	749	0
1.444	3	27	145	5	24	8	437	1
1.445	1	1	145	6	12	28	749	0
1.445	1	6	145	6	23	8	137	0
1.445	1	12	145	6	4	12	201	0
1.445	1	12	145	6	4	12	621	1
1.445	3	27	145	6	24	8	137	0
1.445	3	23	145	6	30	28	749	0
1.445	3	29	145	6	3	10	173	0
1.445	3	23	145	6	30	28	1095	1
1.445	3	29	145	6	3	10	261	1
1.446	1	11	145	7	24	12	301	0
1.446	1	1	145	7	12	28	1095	0
1.446	1	11	145	7	24	12	301	1
1.446	1	1	145	7	12	28	1095	1
1.446	3	28	145	7	26	10	549	0
1.446	3	28	145	7	26	10	549	1
1.447	1	15	145	8	13	28	2292	0
1.447	1	15	145	8	13	28	2292	1
1.448	1	9	145	9	26	8	209	0
1.448	1	14	145	9	2	6	153	0
1.448	1	9	145	9	26	8	209	1
1.448	1	14	145	9	2	6	153	1
1.449	3	27	145	10	24	8	437	0
1.449	3	27	145	10	24	8	437	1
1.45	1	7	146	1	25	8	209	0
1.45	1	5	146	1	15	6	153	0
1.45	1	7	146	1	25	8	209	1
1.45	1	5	146	1	15	6	153	1
1.45	3	17	146	1	14	6	153	0
1.45	3	26	146	1	16	8	209	0
1.45	3	17	146	1	14	6	153	1
1.45	3	26	146	1	16	8	209	1
1.451	3	20	146	2	29	28	749	0
1.451	3	19	146	2	1	4	225	1
1.452	1	9	146	3	26	8	209	0
1.452	1	4	146	3	18	28	1095	0
1.452	1	9	146	3	26	8	209	1
1.452	1	4	146	3	18	28	1095	1
1.452	3	23	146	3	30	28	749	0
1.452	3	19	146	3	1	4	69	0
1.452	3	16	146	3	17	4	69	0
1.452	3	16	146	3	17	4	225	1
1.453	1	1	146	4	12	28	1095	0
1.453	1	8	146	4	17	8	209	0
1.453	1	8	146	4	17	8	437	1
1.453	3	21	146	4	15	10	261	0
1.453	3	30	146	4	25	4	105	0
1.453	3	30	146	4	25	4	105	1
1.453	3	21	146	4	15	10	261	1
1.454	1	13	146	5	16	8	437	0
1.454	1	13	146	5	16	8	437	1
1.454	3	19	146	5	1	4	225	0
1.454	3	19	146	5	1	4	225	1
1.455	1	10	146	6	3	8	437	0
1.455	1	10	146	6	3	8	437	1
1.455	3	25	146	6	4	8	437	0
1.455	3	25	146	6	4	8	437	1
1.456	1	3	146	7	14	8	437	0
1.456	1	3	146	7	14	8	437	1
1.456	3	22	146	7	28	28	2292	0
1.456	3	22	146	7	28	28	2292	1
1.457	3	18	146	8	2	10	261	0
1.457	3	20	146	8	29	28	1095	0
1.457	3	20	146	8	29	28	1095	1
1.457	3	18	146	8	2	10	261	1
1.458	1	8	146	9	17	8	437	0
1.458	1	8	146	9	17	8	437	1
1.458	3	26	146	9	16	8	437	0
1.458	3	26	146	9	16	8	437	1
1.459	1	4	146	10	18	28	1095	0
1.459	1	6	146	10	23	8	137	0
1.459	1	11	146	10	24	12	301	1
1.459	1	6	146	10	23	8	209	1
1.459	3	23	146	10	30	28	749	0
1.46	1	1	147	1	12	28	1095	0
1.46	1	11	147	1	24	12	201	0
1.46	1	12	147	1	4	12	621	1
1.46	3	29	147	1	3	10	261	0
1.46	3	23	147	1	30	28	1095	0
1.46	3	23	147	1	30	28	1095	1
1.46	3	29	147	1	3	10	261	1
1.461	1	12	147	2	4	12	301	0
1.461	1	1	147	2	12	28	1095	0
1.461	1	1	147	2	12	28	2292	1
1.461	3	28	147	2	26	10	549	0
1.461	3	28	147	2	26	10	549	1
1.462	1	15	147	3	13	28	2292	0
1.462	1	15	147	3	13	28	2292	1
1.462	3	24	147	3	23	4	225	0
1.462	3	24	147	3	23	4	225	1
1.463	1	14	147	4	2	6	325	0
1.463	1	14	147	4	2	6	325	1
1.463	3	22	147	4	28	28	2292	0
1.463	3	27	147	4	24	8	437	1
1.464	3	27	147	5	24	8	437	0
1.465	1	7	147	6	25	8	437	0
1.465	1	7	147	6	25	8	437	1
1.467	1	4	147	8	18	28	1095	0
1.467	1	9	147	8	26	8	209	0
1.467	1	9	147	8	26	8	209	1
1.467	1	4	147	8	18	28	1095	1
1.467	3	23	147	8	30	28	1095	0
1.467	3	21	147	8	15	10	261	0
1.467	3	21	147	8	15	10	549	1
1.468	1	1	147	9	12	28	1095	0
1.468	3	30	147	9	25	4	225	0
1.468	3	30	147	9	25	4	225	1
1.469	1	15	147	10	13	28	2292	0
1.469	1	12	147	10	4	12	301	1
1.469	1	13	147	10	16	8	209	1
1.469	3	20	147	10	29	28	1095	0
1.469	3	19	147	10	1	4	105	0
1.469	3	20	147	10	29	28	1095	1
1.469	3	19	147	10	1	4	105	1
1.47	1	12	148	1	4	12	201	0
